Account,Type,Period,Journal,Source,Description,Amount
38005,3,20250331,RF,TOTAL*,RODUCTION TOTAL     001048382r,
38005,3,20250430,RF,TOTAL*,RODUCTION TOTAL     000977720q,
38005,3,20250531,RF,TOTAL*,RODUCTION TOTAL     000894839r,
38005,3,20250630,RF,TOTAL*,RODUCTION TOTAL     000368195u,
38005,3,20250731,JE,J21124,K PRODUCTION REPORT 0029195460,
38005,3,20250731,RF,TOTAL*,RODUCTION TOTAL     004201099x,
38005,3,20250831,RF,TOTAL*,RODUCTION TOTAL     001226533q,
38005,3,20250930,RF,TOTAL*,RODUCTION TOTAL     000754011s,
38005,3,20251031,RF,TOTAL*,RODUCTION TOTAL     001743232w,
38005,3,20251130,RF,TOTAL*,RODUCTION TOTAL     000964526s,
38005,3,20251231,RF,TOTAL*,RODUCTION TOTAL     000771579y,
38005,3,20260131,RF,TOTAL*,RODUCTION TOTAL     001544852v,
38005,3,20260228,RF,TOTAL*,RODUCTION TOTAL     000828127r,
38105,3,20250331,RF,TOTAL*,RODUCTION TOTAL     000001358s,
38105,3,20250430,RF,TOTAL*,RODUCTION TOTAL     000001612r,
38105,3,20250531,RF,TOTAL*,RODUCTION TOTAL     000001511r,
38105,3,20250630,RF,TOTAL*,RODUCTION TOTAL     000000090u,
382,3,20250331,PJ,CIBC03,LAN                 0000086730,
382,3,20250331,PJ,FEDE01,PRESS CANADA LTD.   0000001140,
382,3,20250430,PJ,MADD01,H WM MADDEN         000000020p,
382,3,20250430,PJ,UNIT60,0000007836,
382,3,20250531,JE,J21104,E VAR. ON GOLD PURCH000240412v,
382,3,20250531,PJ,FEDE01,PRESS CANADA LTD.   0000001140,
382,3,20250531,PJ,IMPE50,ECIOUS METALS       0002404126,
382,3,20250531,PJ,MDLD01,D MERCHANTS         000008436u,
382,3,20250531,PJ,UNIT60,0000007836,
382,3,20250630,PJ,BYRE01,INC.               0000074580,
382,3,20250630,PJ,CIBC03,LAN                 000004296p,
382,3,20250630,PJ,MADD01,H WM MADDEN         0000000120,
382,3,20250731,PJ,BYRE01,INC.               000014832u,
382,3,20250731,PJ,FEDE01,PRESS CANADA LTD.   0000003420,
382,3,20250731,PJ,IMPE50,ECIOUS METALS       000026640u,
382,3,20250731,PJ,MADD01,H WM MADDEN         000000040p,
382,3,20250731,PJ,MDLD01,D MERCHANTS         0000002295,
382,3,20250731,PJ,NOBL01,PACKAGING INC.     000098356y,
382,3,20250831,PJ,IMPE50,ECIOUS METALS       000103542p,
382,3,20250831,PJ,MDLD01,D MERCHANTS         0000002295,
382,3,20250831,PJ,UNIT60,0000008760,
382,3,20250930,JE,J21144,ASES VARIANCE       000271017s,
382,3,20250930,PJ,BYRE01,INC.               0000128290,
382,3,20250930,PJ,CIBC03,LAN                 0000004025,
382,3,20250930,PJ,IMPE50,ECIOUS METALS       0002726092,
382,3,20250930,PJ,MADD01,H WM MADDEN         0000000080,
382,3,20250930,PJ,MDLD01,D MERCHANTS         0000002295,
382,3,20251031,JE,J21154,ASES VARIANCE OCT   000311902v,
382,3,20251031,PJ,CIBC03,LAN                 000002424p,
382,3,20251031,PJ,FEDE01,PRESS CANADA LTD.   0000001140,
382,3,20251031,PJ,IMPE50,ECIOUS METALS       0003119026,
382,3,20251031,PJ,MADD01,H WM MADDEN         000000010p,
382,3,20251031,PJ,MDLD01,D MERCHANTS         0000004590,
382,3,20251130,PJ,BYRE01,INC.               0000015800,
382,3,20251130,PJ,CIBC03,LAN                 0000002100,
382,3,20251130,PJ,MADD01,H WM MADDEN         0000000520,
382,3,20251130,PJ,MDLD01,D MERCHANTS         000003598u,
382,3,20251231,PJ,BYRE01,INC.               0000045860,
382,3,20251231,PJ,CIBC03,LAN                 000000219x,
382,3,20251231,PJ,MDLD01,D MERCHANTS         0000002295,
382,3,20251231,PJ,NOBL01,PACKAGING INC.     0000032171,
382,3,20251231,PJ,UNIT60,0000010204,
382,3,20260131,PJ,FEDE01,PRESS CANADA LTD.   0000001140,
382,3,20260131,PJ,MADD01,H WM MADDEN         0000002500,
382,3,20260131,PJ,MDLD01,D MERCHANTS         000013217u,
382,3,20260228,PJ,CIBC03,LAN                 000016067u,
382,3,20260228,PJ,MDLD01,D MERCHANTS         0000002995,
383,3,20250331,IC,TOTAL*,ADJUSTMENT          0000021095,
383,3,20250331,JE,J21082,ADJUSTMENTS         0002000000,
383,3,20250430,IC,TOTAL*,ADJUSTMENT          0000055004,
383,3,20250430,JE,J21092,ADJUSTMENTS APRIL   0002000000,
383,3,20250531,IC,TOTAL*,ADJUSTMENT          0000010644,
383,3,20250531,JE,J21102,ADJUSTMENT FOR MAY  0002000000,
383,3,20250630,IC,TOTAL*,ADJUSTMENT          0000006350,
383,3,20250630,JE,J21112,ADJ JUNE            0002000000,
383,3,20250731,IC,TOTAL*,ADJUSTMENT          0000862766,
383,3,20250731,JE,J21122,ADJUSTMENTS         0002000000,
383,3,20250831,IC,TOTAL*,ADJUSTMENT          0000001595,
383,3,20250831,JE,J21132,ADJUSTMENTS         0002000000,
383,3,20250930,IC,TOTAL*,ADJUSTMENT          0000007191,
383,3,20250930,JE,J21142,ADJUSTMENTS         0002000000,
383,3,20251031,IC,TOTAL*,ADJUSTMENT          0000028190,
383,3,20251031,JE,J21152,ADJUSTMENTS OCT 20250002000000,
383,3,20251130,IC,TOTAL*,ADJUSTMENT          0000282913,
383,3,20251130,JE,J21162,FOR NOVEMBER       000600000p,
383,3,20251231,IC,TOTAL*,ADJUSTMENT          0000009095,
383,3,20251231,JE,J21172,ADJUSTMENTS         0002000000,
383,3,20260131,IC,TOTAL*,ADJUSTMENT          0000011202,
383,3,20260131,JE,J21182,ADJUSTMENTS JAN     0002000000,
383,3,20260228,IC,TOTAL*,ADJUSTMENT          0000000000,
384,3,20250531,JE,J21104,E VAR. ON GOLD PURCH0002404126,
384,3,20250930,JE,J21144,ASES VARIANCE       0002710173,
384,3,20251031,JE,J21154,ASES VARIANCE OCT   0003119026,
400,3,20250331,PJ,MART01,TIN                 0000013106,
400,3,20250331,PJ,MINT01,R                   0000031417,
400,3,20250331,PJ,PIER01,E                   0000049172,
400,3,20250331,PJ,STEP01,ENS                 0000009376,
400,3,20250331,PJ,TAYS03,ALES AGENCY LTD.    0000041322,
400,3,20250430,PJ,MART01,TIN                 0000025811,
400,3,20250430,PJ,MINT01,R                   0000056481,
400,3,20250430,PJ,PIER01,E                   0000071799,
400,3,20250430,PJ,STEP01,ENS                 0000023103,
400,3,20250430,PJ,TAYS03,ALES AGENCY LTD.    0000060331,
400,3,20250531,PJ,MINT01,R                   0000116262,
400,3,20250531,PJ,PIER01,E                   0000053727,
400,3,20250531,PJ,STEP01,ENS                 0000024761,
400,3,20250531,PJ,TAYS03,ALES AGENCY LTD.    0000155071,
400,3,20250630,PJ,MART01,TIN                 0000026587,
400,3,20250630,PJ,MINT01,R                   0000092632,
400,3,20250630,PJ,PIER01,E                   0000094508,
400,3,20250630,PJ,STEP01,ENS                 0000010037,
400,3,20250630,PJ,TAYS03,ALES AGENCY LTD.    0000050428,
400,3,20250731,PJ,MART01,TIN                 0000045349,
400,3,20250731,PJ,MINT01,R                   0000069460,
400,3,20250731,PJ,PIER01,E                   0000074839,
400,3,20250731,PJ,TAYS03,ALES AGENCY LTD.    0000050924,
400,3,20250831,PJ,MART01,TIN                 0000009828,
400,3,20250831,PJ,MINT01,R                   0000134540,
400,3,20250831,PJ,PIER01,E                   0000042893,
400,3,20250831,PJ,TAYS03,ALES AGENCY LTD.    0000002007,
400,3,20250930,PJ,MART01,TIN                 0000008662,
400,3,20250930,PJ,MINT01,R                   0000101503,
400,3,20250930,PJ,PIER01,E                   0000055184,
400,3,20250930,PJ,TAYS03,ALES AGENCY LTD.    0000021853,
400,3,20251031,PJ,MART01,TIN                 0000013927,
400,3,20251031,PJ,MINT01,R                   0000149329,
400,3,20251031,PJ,PIER01,E                   0000107324,
400,3,20251031,PJ,TAYS03,ALES AGENCY LTD.    0000065687,
400,3,20251130,PJ,MART01,TIN                 0000031934,
400,3,20251130,PJ,MINT01,R                   0000044420,
400,3,20251130,PJ,PIER01,E                   0000147659,
400,3,20251130,PJ,TAYS03,ALES AGENCY LTD.    0000038618,
400,3,20251231,PJ,MART01,TIN                 0000015276,
400,3,20251231,PJ,MINT01,R                   0000048060,
400,3,20251231,PJ,PIER01,E                   0000130219,
400,3,20251231,PJ,TAYS03,ALES AGENCY LTD.    0000068784,
400,3,20260131,PJ,MINT01,R                   0000009405,
400,3,20260131,PJ,PIER01,E                   0000038202,
400,3,20260131,PJ,TAYS03,ALES AGENCY LTD.    0000015950,
402,3,20250331,PJ,CJG-01,LRY GROUP CO-OP     0000040000,
402,3,20250430,PJ,CJG-01,LRY GROUP CO-OP     0000040000,
402,3,20250531,PJ,CJG-01,LRY GROUP CO-OP     0000040000,
402,3,20250630,PJ,CJG-01,LRY GROUP CO-OP     0000040000,
402,3,20250731,PJ,CJG-01,LRY GROUP CO-OP     0000112015,
402,3,20250831,PJ,CJG-01,LRY GROUP CO-OP     0000074000,
402,3,20250930,PJ,CJG-01,LRY GROUP CO-OP     0000064000,
402,3,20251031,PJ,CJG-01,LRY GROUP CO-OP     0000064000,
402,3,20251130,PJ,CJG-01,LRY GROUP CO-OP     0000064000,
402,3,20251231,PJ,CJG-01,LRY GROUP CO-OP     0000064000,
402,3,20260131,PJ,CJG-01,LRY GROUP CO-OP     0000040000,
402,3,20260228,PJ,CJG-01,LRY GROUP CO-OP     0000040000,
413,3,20250331,PJ,CIBC03,LAN                 0000009261,
413,3,20250430,PJ,CIBC03,LAN                 0000000451,
413,3,20250531,PJ,CIBC03,LAN                 0000000451,
413,3,20250630,PJ,CIBC03,LAN                 0000000451,
413,3,20250630,PJ,CJG-01,LRY GROUP CO-OP     0000300000,
413,3,20250731,JE,J-2446,R JULY 2025         0000016000,
413,3,20250831,CR,250831,GROUP SPONSORSHIP  0000300000,
413,3,20250831,JE,J-2449,R AUGUST 2025       0000022000,
413,3,20250831,PJ,CJG-01,LRY GROUP CO-OP     000030000p,
413,3,20250930,JE,J2452,R SEPTEMBER 2025    0000039500,
413,3,20251031,JE,J2455,R OCTOBER 2025      0000024500,
413,3,20251130,JE,J-2458,R NOVEMBER 2025     0000032500,
413,3,20251130,PJ,CIBC03,LAN                 0000022600,
413,3,20251231,JE,J2461,R DECEMBER 2025     0000036500,
413,3,20260131,JE,J-2463,FOR JANUARY 2026   0000040898,
413,3,20260131,JE,J-2464,R JANUARY 2026      0000007000,
420,3,20250831,PJ,MINT01,R                   0000111295,
420,3,20260228,PJ,CIBC03,LAN                 0000003252,
420,3,20260228,PJ,JIMD01,SON                 0001000000,
425,3,20250831,PJ,MINT01,R                   0000017777,
430,3,20250331,JE,J21083,SE MARCH            0000026668,
430,3,20250430,JE,J21093,SE APRIL            0000046398,
430,3,20250531,JE,J21103,EXPENSE REPORT JIM 0000027752,
430,3,20250531,PJ,CIBC03,LAN                 0000017167,
430,3,20250630,JE,J21113,SE JUNE             0000045097,
430,3,20250731,JE,J21123,SE JULY             0000027058,
430,3,20250831,JE,J21133,SE AUGUST           0000026408,
430,3,20250930,JE,J21143,SE                  0000029053,
430,3,20250930,PJ,CIBC03,LAN                 0000019474,
430,3,20251031,JE,J21153,SE OCT 2025         0000030354,
430,3,20251031,PJ,CIBC03,LAN                 0000188600,
430,3,20251130,JE,J21163,EAGE REPORT JIM NOV 0000028403,
430,3,20251231,JE,J21173,SE DEC 2025         0000027102,
430,3,20251231,PJ,CIBC03,LAN                 0000020130,
430,3,20260131,JE,J21183,CES JANUARY         0000010407,
430,3,20260131,PJ,CIBC03,LAN                 0000010000,
440,3,20250331,JE,J21081,ON AUTO MARCH       0000010700,
440,3,20250430,JE,J21091,ON FOR APRIL 2025   0000010700,
440,3,20250531,JE,J21101,ON FOR MAY          0000010700,
440,3,20250630,JE,J21111,ON JUNE             0000010700,
440,3,20250731,JE,J21121,ON JULY             0000010700,
440,3,20250831,JE,J21131,ON AUTO AUGUST      0000010700,
440,3,20250930,JE,J21141,ON AUTO             0000010700,
440,3,20251031,JE,J21151,ON AUTO OCT 2025    0000010700,
440,3,20251130,JE,J21161,ON FOR NOVEMBER     0000010700,
440,3,20251231,JE,J21171,ON AUTO             0000010700,
440,3,20260131,JE,J21181,ON AUTO JANUARY     0000010700,
450,3,20251231,JE,J2460,FOR DECEMBER 2025  0000187000,
510,3,20250331,JE,J-2433,FOR MARCH          0000108750,
510,3,20250331,JE,J-2434,R MARCH 2025        0000021002,
510,3,20250331,PJ,CANO01,DA INC.             0000010347,
510,3,20250331,PJ,CIBC03,LAN                 0000034411,
510,3,20250331,PJ,QBOL01,E                   0000150000,
510,3,20250430,JE,J-2436,FOR APRIL 2025     0000046619,
510,3,20250430,JE,J-2437,R APRIL 2025        0000023079,
510,3,20250430,PJ,CIBC03,LAN                 0000012897,
510,3,20250430,PJ,EWOR01,E TRAINING          0000018975,
510,3,20250430,PJ,PBS-01,SS SYSTEMS          0000049500,
510,3,20250531,JE,J-2439,FOR MAY 2025       0000087699,
510,3,20250531,JE,J-2440,R MAY 2025          0000020934,
510,3,20250531,PJ,CANO01,DA INC.             0000010347,
510,3,20250531,PJ,CIBC03,LAN                 0000036942,
510,3,20250531,PJ,QUAD01,ANADA LTD  DPOC     0000035940,
510,3,20250630,JE,J-2442,FOR JUNE 2025      0000040000,
510,3,20250630,JE,J-2443,R JUNE 2025         0000022897,
510,3,20250630,PJ,CIBC03,LAN                 0000033108,
510,3,20250630,PJ,TYCO50,RATED FIRE& SECURITY0000073929,
510,3,20250731,JE,J-2445,FOR JULY 2025      0000002500,
510,3,20250731,JE,J-2446,R JULY 2025         0000025280,
510,3,20250731,PJ,CIBC03,LAN                 0000019760,
510,3,20250731,PJ,QBOL01,E                   0000100000,
510,3,20250831,JE,J-2449,R AUGUST 2025       0000020224,
510,3,20250831,JE,J2448,FOR AUGUST         0000025000,
510,3,20250831,PJ,CANO01,DA INC.             0000010347,
510,3,20250831,PJ,PBS-01,SS SYSTEMS          0000046500,
510,3,20250930,JE,J-2451,SEPTEMBER          0000030000,
510,3,20250930,JE,J2452,R SEPTEMBER 2025    0000022752,
510,3,20250930,PJ,CIBC03,LAN                 0000018750,
510,3,20250930,PJ,QBOL01,E                   0000100000,
510,3,20251031,JE,J-2454,FOR OCTOBER 2025   0000017602,
510,3,20251031,JE,J2455,R OCTOBER 2025      0000028297,
510,3,20251031,PJ,CIBC03,LAN                 0000039232,
510,3,20251031,PJ,QBOL01,E                   0000100000,
510,3,20251130,JE,J-2457,FOR NOVEMBER 2025  0000037500,
510,3,20251130,JE,J-2458,R NOVEMBER 2025     0000020788,
510,3,20251130,PJ,CANA32,EWELLERS ASSOCIATION0000144900,
510,3,20251130,PJ,CANO01,DA INC.             0000012417,
510,3,20251130,PJ,QBOL01,E                   0000100000,
510,3,20251231,JE,J2460,FOR DECEMBER 2025  0000072637,
510,3,20251231,JE,J2461,R DECEMBER 2025     0000021204,
510,3,20251231,PJ,CIBC03,LAN                 0000028222,
510,3,20251231,PJ,QBOL01,E                   0000100000,
510,3,20260131,JE,J-2463,FOR JANUARY 2026   0000021367,
510,3,20260131,JE,J-2464,R JANUARY 2026      0000025735,
510,3,20260131,PJ,QBOL01,E                   0000200000,
510,3,20260228,PJ,CIBC03,LAN                 0000064484,
520,3,20250331,JE,J21081,ON AUTO MARCH       0000083900,
520,3,20250430,JE,J21091,ON FOR APRIL 2025   0000083900,
520,3,20250531,JE,J21101,ON FOR MAY          0000083900,
520,3,20250630,JE,J21111,ON JUNE             0000083900,
520,3,20250731,JE,J21121,ON JULY             0000083900,
520,3,20250831,JE,J21131,ON AUTO AUGUST      0000083900,
520,3,20250930,JE,J21141,ON AUTO             0000083900,
520,3,20251031,JE,J21151,ON AUTO OCT 2025    0000083900,
520,3,20251130,JE,J21161,ON FOR NOVEMBER     0000083900,
520,3,20251231,JE,J21171,ON AUTO             0000083900,
520,3,20260131,JE,J21181,ON AUTO JANUARY     0000083900,
529,3,20250331,PJ,CANA40,T CORPORATION       0000023720,
529,3,20250331,PJ,FEDE01,PRESS CANADA LTD.   0000157343,
529,3,20250331,PJ,PURO01,INC.                0000007889,
529,3,20250430,PJ,FEDE01,PRESS CANADA LTD.   0000147380,
529,3,20250430,PJ,PURO01,INC.                0000015452,
529,3,20250430,PJ,QUAD01,ANADA LTD  DPOC     0000100000,
529,3,20250531,PJ,FEDE01,PRESS CANADA LTD.   0000198407,
529,3,20250531,PJ,PURO01,INC.                0000030415,
529,3,20250630,PJ,FEDE01,PRESS CANADA LTD.   0000165656,
529,3,20250630,PJ,PURO01,INC.                0000045568,
529,3,20250731,PJ,FEDE01,PRESS CANADA LTD.   0000069516,
529,3,20250731,PJ,PURO01,INC.                0000034895,
529,3,20250831,PJ,FEDE01,PRESS CANADA LTD.   0000112339,
529,3,20250831,PJ,PURO01,INC.                0000006223,
529,3,20250930,PJ,FEDE01,PRESS CANADA LTD.   0000009859,
529,3,20251031,PJ,FEDE01,PRESS CANADA LTD.   0000094413,
529,3,20251031,PJ,PURO01,INC.                0000022131,
529,3,20251130,PJ,CANA45,T                   0000032800,
529,3,20251130,PJ,FEDE01,PRESS CANADA LTD.   0000147774,
529,3,20251130,PJ,PURO01,INC.                0000023269,
529,3,20251231,PJ,FEDE01,PRESS CANADA LTD.   0000222653,
529,3,20251231,PJ,PURO01,INC.                0000053378,
529,3,20260131,CR,260129,IT                  000001176s,
529,3,20260131,PJ,FEDE01,PRESS CANADA LTD.   0000051150,
529,3,20260131,PJ,PURO01,INC.                0000010934,
529,3,20260228,PJ,FEDE01,PRESS CANADA LTD.   0000075088,
529,3,20260228,PJ,PURO01,INC.                0000022712,
530,3,20250331,SJ,TOTAL*,NAL                 000016210t,
530,3,20250430,SJ,TOTAL*,NAL                 000020871q,
530,3,20250531,SJ,TOTAL*,NAL                 000024290p,
530,3,20250630,SJ,TOTAL*,NAL                 000026310p,
530,3,20250731,SJ,TOTAL*,NAL                 000015080p,
530,3,20250831,SJ,TOTAL*,NAL                 000009770p,
530,3,20250930,SJ,TOTAL*,NAL                 000010630p,
530,3,20251031,SJ,TOTAL*,NAL                 000014793t,
530,3,20251130,SJ,TOTAL*,NAL                 000018440p,
530,3,20251231,SJ,TOTAL*,NAL                 000026020p,
530,3,20260131,SJ,TOTAL*,NAL                 000006670p,
530,3,20260228,SJ,TOTAL*,NAL                 000014250p,
540,3,20250331,PJ,BELL02,A                   0000035157,
540,3,20250331,PJ,BELL03,ITY                 0000060450,
540,3,20250331,PJ,BELL05,A                   0000002084,
540,3,20250331,PJ,CIBC03,LAN                 0000201244,
540,3,20250331,PJ,EXEC02,TELECOM             0000023839,
540,3,20250430,PJ,BELL02,A                   0000035157,
540,3,20250430,PJ,BELL05,A                   0000002034,
540,3,20250430,PJ,CIBC03,LAN                 0000039206,
540,3,20250430,PJ,EWOR01,E TRAINING          0000004975,
540,3,20250430,PJ,EXEC02,TELECOM             0000021298,
540,3,20250531,PJ,BELL02,A                   0000035157,
540,3,20250531,PJ,BELL03,ITY                 0000060793,
540,3,20250531,PJ,BELL05,A                   0000001990,
540,3,20250531,PJ,CIBC03,LAN                 0000009530,
540,3,20250630,JE,J-2442,FOR JUNE 2025      0000022337,
540,3,20250630,PJ,BELL02,A                   0000036734,
540,3,20250630,PJ,BELL03,ITY                 0000028152,
540,3,20250630,PJ,BELL05,A                   0000001850,
540,3,20250630,PJ,CIBC03,LAN                 0000023379,
540,3,20250630,PJ,EXEC02,TELECOM             0000022334,
540,3,20250731,PJ,BELL02,A                   0000035987,
540,3,20250731,PJ,BELL03,ITY                 0000034677,
540,3,20250731,PJ,BELL05,A                   0000001458,
540,3,20250731,PJ,CIBC03,LAN                 0000070471,
540,3,20250731,PJ,EXEC02,TELECOM             0000022334,
540,3,20250831,PJ,BELL02,A                   0000035987,
540,3,20250831,PJ,BELL03,ITY                 0000039852,
540,3,20250831,PJ,BELL05,A                   0000000745,
540,3,20250831,PJ,EXEC02,TELECOM             0000022334,
540,3,20250930,JE,J-2451,SEPTEMBER          0000044905,
540,3,20250930,PJ,CIBC03,LAN                 0000099275,
540,3,20251031,JE,J-2454,FOR OCTOBER 2025   0000015176,
540,3,20251031,PJ,BELL02,A                   0000071974,
540,3,20251031,PJ,BELL03,ITY                 0000062217,
540,3,20251031,PJ,BELL05,A                   0000003061,
540,3,20251031,PJ,CIBC03,LAN                 0000001015,
540,3,20251031,PJ,EXEC02,TELECOM             0000022334,
540,3,20251130,JE,J-2457,FOR NOVEMBER 2025  0000005485,
540,3,20251130,PJ,BELL02,A                   0000037559,
540,3,20251130,PJ,BELL03,ITY                 0000026552,
540,3,20251130,PJ,BELL05,A                   0000001957,
540,3,20251130,PJ,CIBC03,LAN                 0000072178,
540,3,20251130,PJ,EXEC02,TELECOM             0000022839,
540,3,20251231,JE,J2460,FOR DECEMBER 2025  0000019396,
540,3,20251231,PJ,BELL02,A                   0000035987,
540,3,20251231,PJ,BELL03,ITY                 0000025218,
540,3,20251231,PJ,BELL05,A                   0000001540,
540,3,20251231,PJ,CIBC03,LAN                 0000000451,
540,3,20251231,PJ,EXEC02,TELECOM             0000022849,
540,3,20260131,PJ,BELL02,A                   0000038837,
540,3,20260131,PJ,BELL03,ITY                 0000026586,
540,3,20260131,PJ,BELL05,A                   0000001362,
540,3,20260131,PJ,CIBC03,LAN                 0000044959,
540,3,20260131,PJ,EXEC02,TELECOM             0000022334,
540,3,20260228,PJ,CIBC03,LAN                 0000000564,
540,3,20260228,PJ,EXEC02,TELECOM             0000022299,
550,3,20250331,DB,DR1739,STATEMENT           0000011449,
550,3,20250331,DB,DR1741,STM FEE+ACCOUNT FEE0000007000,
550,3,20250331,PJ,CIBC03,LAN                 0000129953,
550,3,20250430,DB,DR1742,ENTECH MARCH STMT   0000009435,
550,3,20250430,DB,DR1743,0000002000,
550,3,20250430,DB,DR1745,STMENT & ACCT FEE  0000007000,
550,3,20250430,PJ,CIBC03,LAN                 0000022223,
550,3,20250531,DB,DR1746,ENTECH APRIL STMT   0000038916,
550,3,20250531,DB,DR1747,0000002000,
550,3,20250531,DB,DR1749,STMT & ACCOUNT FEE 0000007000,
550,3,20250630,DB,DR1750,ENTECH MAY STATEMENT0000048965,
550,3,20250630,DB,DR1751,0000002000,
550,3,20250630,DB,DR1753,STATEMENT +ACC FEE 0000007000,
550,3,20250630,PJ,CIBC03,LAN                 0000048997,
550,3,20250731,DB,DR1754,ENTECH JUNE STMNT   0000054141,
550,3,20250731,DB,DR1755,0000002000,
550,3,20250731,DB,DR1757,STATEMENT FEE      0000000500,
550,3,20250831,DB,DR1758,STATEMENT          0000028230,
550,3,20250831,DB,DR1759,0000002000,
550,3,20250831,DB,DR1761,NT FEE + PAPER STTM 0000007000,
550,3,20250930,DB,DR1762,ST STATEMENT        0000017229,
550,3,20250930,DB,DR1763,0000002000,
550,3,20250930,DB,DR1765,AND ACCOUNT FEE    0000007000,
550,3,20250930,JE,J-2451,SEPTEMBER          0000001500,
550,3,20250930,PJ,CIBC03,LAN                 0000003853,
550,3,20251031,DB,DR1766,ENTECH SEPT STTMNT  0000023536,
550,3,20251031,DB,DR1767,STATEMENT          0000002000,
550,3,20251031,DB,DR1769,EMENT FEE           0000007030,
550,3,20251031,JE,J-2454,FOR OCTOBER 2025   0000001500,
550,3,20251031,PJ,CIBC03,LAN                 0000020961,
550,3,20251130,DB,DR1770,ENTECH OCT STATEMENT0000016582,
550,3,20251130,DB,DR1771,0000002000,
550,3,20251130,DB,DR1773,NT FEE&PAPER STT FEE0000007000,
550,3,20251130,PJ,CIBC03,LAN                 0000000922,
550,3,20251231,DB,DR1774,MBER STATEMENT      0000015863,
550,3,20251231,DB,DR1775,DEC STATEMENT      0000002000,
550,3,20251231,DB,DR1777,NT&PAPER STTMNT FEES0000007000,
550,3,20251231,JE,J2460,FOR DECEMBER 2025  0000001550,
550,3,20251231,PJ,CIBC03,LAN                 0000041669,
550,3,20260131,DB,DR1778,ENTHECH DEC STATEMEN0000079317,
550,3,20260131,DB,DR1779,JAN STATEMENT      0000002000,
550,3,20260131,DB,DR1781,EMENT FEE           0000000500,
550,3,20260131,JE,J-2463,FOR JANUARY 2026   0000001600,
550,3,20260131,PJ,CIBC03,LAN                 0000028248,
550,3,20260228,PJ,CIBC03,LAN                 0000012776,
560,3,20250531,PJ,CIBC03,LAN                 0000151962,
560,3,20250731,PJ,MILL01,OUSE, ROSEBRUGH     0001184000,
560,3,20251031,PJ,MILL01,OUSE, ROSEBRUGH     0000073500,
560,3,20251231,PJ,SISK01,ROMARTY, IVEY & DOWL0000155442,
570,3,20250331,JE,J-2434,R MARCH 2025        0000343281,
570,3,20250430,JE,J-2437,R APRIL 2025        0000378750,
570,3,20250531,JE,J-2440,R MAY 2025          0000279375,
570,3,20250630,JE,J-2443,R JUNE 2025         0000401425,
570,3,20250731,JE,J-2446,R JULY 2025         0000330625,
570,3,20250831,JE,J-2449,R AUGUST 2025       0000273750,
570,3,20250930,JE,J2452,R SEPTEMBER 2025    0000345000,
570,3,20251031,JE,J2455,R OCTOBER 2025      0000323125,
570,3,20251130,JE,J-2458,R NOVEMBER 2025     0000262500,
570,3,20251231,JE,J2461,R DECEMBER 2025     0000285100,
570,3,20260131,JE,J-2464,R JANUARY 2026      0000268125,
600,3,20250331,JE,J-2434,R MARCH 2025        0000951125,
600,3,20250430,JE,J-2437,R APRIL 2025        0001006700,
600,3,20250531,JE,J-2440,R MAY 2025          0000954800,
600,3,20250630,JE,J-2443,R JUNE 2025         0001306340,
600,3,20250731,JE,J-2446,R JULY 2025         0001137000,
600,3,20250831,JE,J-2449,R AUGUST 2025       0000895125,
600,3,20250930,JE,J2452,R SEPTEMBER 2025    0001093375,
600,3,20251031,JE,J2455,R OCTOBER 2025      0001098500,
600,3,20251130,JE,J-2458,R NOVEMBER 2025     0001085625,
600,3,20251231,JE,J2461,R DECEMBER 2025     0001137330,
600,3,20260131,JE,J-2464,R JANUARY 2026      0000995875,
610,3,20250331,CR,250304,RIEM FOR RENT&UTILTS000004649p,
610,3,20250331,CR,250331,OR RENT&UTILITIES   000000390u,
610,3,20250331,JE,J-2433,FOR MARCH          000007228u,
610,3,20250331,PJ,ENBR01,AS (UNION GAS)      0000171644,
610,3,20250331,PJ,ERTH01,IONS                0000026613,
610,3,20250331,PJ,HYDR01,NETWORKS            0000099661,
610,3,20250331,PJ,RELI01,OME COMFORT         0000006573,
610,3,20250430,CR,250403,RIEM FOR RENT&UTILIT000003933u,
610,3,20250430,PJ,CIBC03,LAN                 0000039380,
610,3,20250430,PJ,ENBR01,AS (UNION GAS)      0000101034,
610,3,20250430,PJ,ERTH01,IONS                0000026613,
610,3,20250430,PJ,HYDR01,NETWORKS            0000095323,
610,3,20250430,PJ,MCDO01,ENERGY INC.         0000002825,
610,3,20250430,PJ,RELI01,OME COMFORT         0000016984,
610,3,20250531,CR,250506,RIEM FOR RENT&UTILIT000003370p,
610,3,20250531,CR,250508,OR RENT&UTILITIES   000000114p,
610,3,20250531,JE,J-2439,FOR MAY 2025       000006226p,
610,3,20250531,PJ,ENBR01,AS (UNION GAS)      0000056558,
610,3,20250531,PJ,ERTH01,IONS                0000025879,
610,3,20250531,PJ,HYDR01,NETWORKS            0000092318,
610,3,20250531,PJ,RELI01,OME COMFORT         0000006573,
610,3,20250630,CR,250603,EY FOR UTILITIES    000002070u,
610,3,20250630,JE,J-2442,FOR JUNE 2025      000001837u,
610,3,20250630,PJ,ENBR01,AS (UNION GAS)      0000019185,
610,3,20250630,PJ,ERTH01,IONS                0000028202,
610,3,20250630,PJ,HYDR01,NETWORKS            0000093906,
610,3,20250630,PJ,RELI01,OME COMFORT         0000006463,
